Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Fix Version/s,Component/s,Due Date,Labels,Labels,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Associated Epics),Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Bonfire testing),Inward issue link (Bonfire testing),Inward issue link (Bonfire testing),Inward issue link (Bonfire testing),Inward issue link (Bonfire testing),Inward issue link (Bonfire testing),Inward issue link (Bonfire testing),Outward issue link (Bonfire testing),Outward issue link (Bonfire testing),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Finish link (WBSGantt)),Outward issue link (Finish-to-Finish link (WBSGantt)),Inward issue link (Finish-to-Start link (WBSGantt)),Inward issue link (Finish-to-Start link (WBSGantt)),Outward issue link (Finish-to-Start link (WBSGantt)),Outward issue link (Finish-to-Start link (WBSGantt)),Inward issue link (Fixes),Outward issue link (Hierarchy link (WBSGantt)),Inward issue link (Problem/Incident),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (% Complete),Custom field (AFLAC BE SYST Elevation),Custom field (Actual End Date),Custom field (Aflac Business Value),Custom field (Agency),Custom field (Application Access),Custom field (Area),Custom field (Assignee 2),Custom field (BL Environment),Custom field (BRD Due),Custom field (BRD Received),Custom field (Baseline end date),Custom field (Baseline end date (WBSGantt)),Custom field (Baseline start date),Custom field (Baseline start date (WBSGantt)),Custom field (Begin Sprint),Custom field (Blocked Enrollment),Custom field (Blocked?),Custom field (Building access request),Custom field (Business Need),Custom field (Business Value),Custom field (CSC Reference Number),Custom field (Carrier),Custom field (Category),Custom field (Change Control Approval),Custom field (Change Control Ticket),Custom field (Cherwell Preprocessor Assignee),Custom field (Cherwell Requestor),Custom field (Cherwell Requestor Email),Custom field (Closed Description),Custom field (Company),Custom field (Company Name),Custom field (Component Label),Custom field (Configuration),Custom field (Context),Custom field (Context Feedback was recevied),Custom field (Contingency plan),Custom field (Cost Center),Custom field (Cumulative time spent (in minutes)),Custom field (Current Status),Customer Request Type,Custom field (DB Schema),Custom field (DB Scripts),Custom field (DBToolkit Environment Status),Custom field (Date Assigned),Custom field (Date Change Occured:),Custom field (Date Closed),Custom field (Date Escalated),Custom field (Date Feedback Received),Custom field (Date In Progress),Custom field (Date Pending Prod Deployment),Custom field (Date Reopened),Custom field (Date of First Transition),Custom field (Date of Last Current Status),Custom field (Date of Request),Custom field (Defect Type),Custom field (Definitions),Custom field (Demo Date),Custom field (Demo Status),Custom field (Dependency?),Custom field (Describe what is incorrect and how it should act.),Custom field (Description of Impact/Workaround),Custom field (Dev Owner),Custom field (Device42),Custom field (Direct Manager),Custom field (Due Date),Custom field (Due date (yyyymmdd)),Custom field (EPR Corrected Points),Custom field (EPR Finish Sprint),Custom field (EPR Primary Page),Custom field (EPR Progress Started Date),Custom field (EPR Secondary Pages),Custom field (EPR Start Sprint),Custom field (Email),Custom field (Employee Name),Custom field (Employee Number),Custom field (Employees Impacted),Custom field (End (YYYY/MM/DD)),Custom field (End Sprint),Custom field (End date),Custom field (End date (WBSGantt)),Custom field (Enrollment Timeframe),Custom field (Enrollment Type),Custom field (Enrollments blocked?),Custom field (Environment),Custom field (Environment Affected),Custom field (Environment Impacted),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Time To Complete (in hours)),Custom field (Expected Date),Custom field (External Sender Email),Custom field (External Sender Name),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue ID),Custom field (Feed Carrier Name),Custom field (Feed Contact Information),Custom field (Feed File Name),Custom field (Feed File Type),Custom field (Feed Issue Type),Custom field (Feedback Current State),Custom field (Feedback Source Name),Custom field (Feedback final state),Custom field (Feedback next action date),Custom field (File Layout Details),Custom field (Final Release for MPA Epic),Custom field (Flow Diagram Due Date),Custom field (Flow diagram review date with Aflac),Custom field (Full Name),Custom field (Functional Breakouts),Custom field (General Assumptions),Custom field (Go to Green Plan),Custom field (Group Name),Custom field (Group Number),Custom field (Impact),Custom field (Impacts Unplugged),Custom field (In Progress Issue Count),Custom field (Includes MPA impact?),Custom field (JUnit Tests),Custom field (Java Classes),Custom field (Likelihood),Custom field (Linked major incidents),Custom field (MON - Pod),Custom field (MON-BAs),Custom field (MPA Epic Number),Custom field (Manually scheduled (WBSGantt)),Custom field (Market),Custom field (Merge Status),Custom field (Milestone),Custom field (Milestone (WBSGantt)),Custom field (New Functionality Type),Custom field (Next Review Date),Custom field (Next action to take on feedback),Custom field (Non-Functional Requirements Section),Custom field (Number of Tests Blocked),Custom field (Original story points),Custom field (Outage Required),Custom field (Outside Work Partner),Custom field (Parent Link),Custom field (Partner),Custom field (Partner BA),Custom field (Partner Carrier Account #),Custom field (Partner Ticket Id),Custom field (Pended Business Risk?),Custom field (Pending Reason),Custom field (Period),Custom field (Phone Number),Custom field (Planned End Date),Custom field (Platform),Custom field (Pod),Custom field (Policy #),Custom field (Portal Bucket),Custom field (Portal Issue Type),Custom field (Potential Risks),Custom field (Preferred Name),Custom field (Priority),Custom field (Priority Order),Custom field (Prod Support Training Status),Custom field (Producer NPN),Custom field (Producer Name),Custom field (Product),Custom field (Program Increment),Custom field (Progress (WBSGantt)),Custom field (Project),Custom field (Project Manager),Custom field (QA Resolution),Custom field (QA Tester),Custom field (Quarter Delivery),Custom field (Raised During),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Recap:),Custom field (Release),Custom field (Reopened Reason),Custom field (Request Change),Custom field (Request participants),Custom field (Requestor),Custom field (Requestor Contact),Custom field (Resolution Description),Custom field (Resolved Category),Custom field (Resolved Reason),Custom field (Resource Needs),Custom field (Reviewed On),Custom field (Revised End Date),Custom field (Risk Mitigation),Custom field (Risk consequence),Custom field (Risk probability),Custom field (Root Cause),Custom field (Rush Ticket?),Custom field (SIR Actual Effort Hours),Custom field (SIR Actual End Date),Custom field (SIR Actual Start Date),Custom field (SIR Planned Effort Hours),Custom field (SIR Planned End Date),Custom field (SIR Planned Start Date),Custom field (SIR Sprint Number),Satisfaction score (out of 5),Custom field (Scheduled Follow-Up),Custom field (Scope of Access),Custom field (Sensitive Information),Custom field (Service Desk Tier Assignment),Custom field (Severity),Custom field (Source Category),Sprint,Sprint,Sprint,Custom field (Start (YYYY/MM/DD)),Custom field (Start Date),Custom field (Start Date),Custom field (Start date),Custom field (Start date (WBSGantt)),Custom field (Status Color),Custom field (Story Delivery Target),Custom field (Story Points),Custom field (Story Title),Custom field (Submit On Behalf Of Email),Custom field (Submit On Behalf Of Phone),Custom field (Submit On Behalf Of Writing Number),Custom field (Subtask Users),Custom field (Support Bucket),Custom field (Support Tier),Custom field (T-shirt Size),Custom field (T-shirt Size),Custom field (T2 Assignee),Custom field (T2 Closure),Custom field (T2 Root Cause),Custom field (T3 Assignee),Custom field (T3 Escalation),Custom field (T3 RCA Assignee),Custom field (T3 RCA Escalation),Custom field (TPP Ticket#),Custom field (Target Version),Custom field (Target Version),Custom field (Target end),Custom field (Target start),Custom field (TargetTeam),Custom field (Task mode),Custom field (Task progress),Custom field (Team),Custom field (Team),Custom field (Test Sessions),Custom field (Testing Status),Custom field (Testing target date for Aflac),Custom field (Third Party Partner),Custom field (Ticket Submitter),Custom field (Ticket Type),Custom field (Tier I Rush),Custom field (Tier III Handoff Time),Time to first response,Time to first response simplified,Time to resolution,Time to resolution simplified,Custom field (Title),Custom field (Title Prefix),Custom field (Total Issues Count),Custom field (Treatment plan),Custom field (Type of Employment),Custom field (UI),Custom field (Units (WBSGantt)),Custom field (User Experience Issue?),Custom field (User Stories Due),Custom field (User name),Custom field (Users Desk Location),Custom field (Users Manager),Custom field (Users Work Buddy),Custom field (Vision Statement Due),Custom field (Vision Statement Received),Custom field (What Exactly Is Changing?),Custom field (When Does The Change Occur?),Custom field (Work Type),Custom field (Work Type (Aflac)),Custom field (Workaround?),Custom field (Zephyr Teststep)
Clear Cart item,MON-74609,324850,,Story,To Do,MON,Montoya,software,jmiller,,,Medium,,dluz,tperumandla,tperumandla,01/Sep/21 11:21 AM,01/Sep/21 11:40 AM,04/Sep/21 4:29 PM,,,Angular,,Shop_Page_Rewrite,,,tperumandla,vkalavakuru,,,,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,,,,MON-74600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,MON-72163,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,Yolanda Perry,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Unresolved,,,,2|i0dy8v:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Backlog,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Update Cart,MON-74600,324841,,Story,Ready to Work,MON,Montoya,software,jmiller,,,Medium,,dluz,tperumandla,tperumandla,01/Sep/21 11:17 AM,02/Sep/21 8:42 AM,04/Sep/21 4:29 PM,,,Angular,,Shop_Page_Rewrite,,,tperumandla,,,,,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,,,MON-74609,MON-72697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,MON-72163,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,Yolanda Perry,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Unresolved,,,,2|i0dy6n:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Backlog,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Disabling plans - Non missing info,MON-74597,324834,,Story,Ready to Work,MON,Montoya,software,jmiller,,,Medium,,dluz,tperumandla,tperumandla,01/Sep/21 10:34 AM,02/Sep/21 2:42 PM,04/Sep/21 4:29 PM,,,Angular,,Shop_Page_Rewrite,,,tperumandla,,,,,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,MON-72147,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,Tirupathi Perumandla,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Unresolved,,,,2|i0dy3b:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Backlog,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Create new end point to get the list of states applicable to F2F enrollments,MON-74559,324803,,Contract,To Do,MON,Montoya,software,jmiller,,,Medium,,knelly,nchavan,nchavan,31/Aug/21 4:46 PM,03/Sep/21 4:13 PM,04/Sep/21 4:29 PM,,,Contracts,,Shop_Page_Rewrite,,,anarula,knelly,nchavan,rporwal,vkalavakuru,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-74518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Fri Sep 03 10:32:42 UTC 2021,,,, ,,,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,,Unresolved,,,,2|i0dxh3:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Create new Api to get the list of states applicable to F2F enrollments,MON-74518,324455,,Story,In Review,MON,Montoya,software,jmiller,,,Medium,,anarula,nchavan,nchavan,30/Aug/21 7:49 PM,03/Sep/21 10:58 AM,04/Sep/21 4:29 PM,,,Java,,Shop_Page_Rewrite,,,anarula,nchavan,vkalavakuru,,,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-74559,,,,,,,,,,,,,MON-72369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Fri Sep 03 07:11:07 UTC 2021,,,, ,,,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,,Unresolved,,,,2|i0dwjb:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop Page Rewrite: Sprint 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Create new Api to get default coverage start dates for Products,MON-74513,324449,,Story,To Do,MON,Montoya,software,jmiller,,,Medium,,rporwal,nchavan,nchavan,30/Aug/21 7:03 PM,02/Sep/21 6:57 AM,04/Sep/21 4:29 PM,,,Java,,Shop_Page_Rewrite,,,nchavan,rporwal,tperumandla,,,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-74538,,,,,,,,,MON-72432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Unresolved,,,,2|i0dwhr:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop Page Rewrite: Sprint 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Workers Comp,MON-74505,324542,,Epic,To Do,MON,Montoya,software,jmiller,,,Medium,,yperry,yperry,yperry,30/Aug/21 3:56 PM,02/Sep/21 4:02 PM,04/Sep/21 4:29 PM,,,Angular,,Shop_Page_Rewrite,,,yperry,,,,,,,,,,,,,,,MPA Security Scheme - All,MON-74507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-73881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,ghx-label-7,,Workers Comp,To Do,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,1,,,,,,,Yolanda Perry,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,,Unresolved,,,,2|i0dwav:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Backlog,,,,,,,,,,Not started,,,,,,,,,,,,,1,,,,100,,,,,,,,,,,,,,
Shop Page RW - Enrollment Method - Pin Signature enrollment method when selected is shown as CALL_CENTER on Shop Page,MON-74498,324516,,Bug,Closed,MON,Montoya,software,jmiller,,,Medium,Fixed,eaboudi,eaboudi,eaboudi,30/Aug/21 11:22 AM,02/Sep/21 7:52 AM,04/Sep/21 4:29 PM,31/Aug/21 7:49 PM,,,,Shop_Page_Rewrite,,,eaboudi,sharish,,,,,,,0,0,,0%,0,0,,MPA Security Scheme - All,,,,,,,,,,,MON-72135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,31/Aug/21 7:49 PM,,,,,,,,,, ,,No Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,No,,,,,MON-71963,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Fixed,eaboudi,,,2|i0dvxj:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop Page Rewrite: Sprint 3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,No,,,,,,,,,,,,No,
"Shop Page RW - Method modal does not close when user changes enrollment method, clicks 'Apply', and proceeds to Shop page",MON-74476,324334,,Bug,In Review,MON,Montoya,software,jmiller,,,Medium,,ysarjapur,eaboudi,eaboudi,27/Aug/21 3:49 PM,03/Sep/21 11:54 AM,04/Sep/21 4:29 PM,,,,,shop,Shop_Page_Rewrite,,eaboudi,sstroud,,,,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,MON-72072,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-71963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,No,,,,,MON-71963,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Unresolved,,,,2|i0durb:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,No,,,,,,,,,,,,No,
Shop Page RW - Enrollment Method - 'Method' modal on Shop page is different is size/look from other environments,MON-74468,324333,,Bug,Closed,MON,Montoya,software,jmiller,,,Low,Duplicate,ysarjapur,eaboudi,eaboudi,27/Aug/21 2:23 PM,03/Sep/21 11:53 AM,04/Sep/21 4:29 PM,27/Aug/21 2:34 PM,,,,Shop_Page_Rewrite,,,eaboudi,,,,,,,,,0,,,,0,,MPA Security Scheme - All,,,,,,,,,,,MON-72072,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-71963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,27/Aug/21 2:34 PM,,,,,,,,,, ,,Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,No,,,,,MON-71963,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Duplicate,,,,2|i0dup3:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,No,,,,,,,,,,,,No,
Add rule to CoverageLevel schema,MON-74353,323908,,Story,Closed,MON,Montoya,software,jmiller,,,Medium,Done,knelly,nchavan,nchavan,26/Aug/21 9:28 AM,02/Sep/21 12:19 PM,04/Sep/21 4:29 PM,31/Aug/21 10:26 AM,,Contracts,,reopened,Shop_Page_Rewrite,,anarula,knelly,nchavan,,,,,,0,0,,0%,0,0,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-74274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,01/Sep/21 12:07 PM,,,,,31/Aug/21 10:31 AM,Tue Aug 31 14:31:05 UTC 2021,,,, ,,,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,,Unresolved,,,,2|i0dshz:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop Page Rewrite: Sprint 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Tech Debt: Combine Coverage Levels and Rules,MON-74274,323605,,Story,To Do,MON,Montoya,software,jmiller,,,Medium,,anarula,nchavan,nchavan,24/Aug/21 9:45 AM,30/Aug/21 11:02 AM,04/Sep/21 4:29 PM,,,Java,,Shop_Page_Rewrite,,,nchavan,,,,,,,,,,,,,,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-74353,,,,,,,,,,,,,MON-72159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Unresolved,,,,2|i0dqdr:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop Page Rewrite: Sprint 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
Shop Page RW - Additional Quote-Level Settngs - Hourly Salary is shown as Annual in Additional Settings,MON-74249,323519,,Bug,Closed,MON,Montoya,software,jmiller,,,Medium,Fixed,eaboudi,eaboudi,eaboudi,24/Aug/21 1:04 AM,02/Sep/21 4:15 PM,04/Sep/21 4:29 PM,02/Sep/21 4:15 PM,,Angular,,Shop_Page_Rewrite,,,eaboudi,mthompson,,,,,,,0,0,,0%,0,0,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-72447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,02/Sep/21 4:15 PM,,,,,,,,,, ,,No Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,No,,,,,MON-71971,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Training Needed,,,,,,,ysarjapur,Fixed,eaboudi,,,2|i0dq4v:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop Page Rewrite: Sprint 3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,No,,,,,,,,,,,,No,
Contracts,MON-74241,323286,316729,Sub-task,Closed,MON,Montoya,software,jmiller,,,Medium,Done,knelly,knelly,knelly,23/Aug/21 4:21 PM,31/Aug/21 10:31 AM,04/Sep/21 4:29 PM,31/Aug/21 10:31 AM,,Contracts,,Shop_Page_Rewrite,,,knelly,,,,,,,,,0,,,,0,,MPA Security Scheme - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON-13835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,No,,,,,,,,,,,,,,,,,,,,,31/Aug/21 10:31 AM,,,,,,Mon Aug 23 20:51:31 UTC 2021,,,, ,,Demo Needed,,,,,,,,,,,Select One,,Select One or More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,0,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training Needed,,,,,,,,Unresolved,,,,2|i0dprj:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop Page Rewrite: Sprint 2,Shop Page Rewrite: Sprint 3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not started,,,,,,,,,,,,,0,,,,100,,,,,,,,,,,,,,
